"text-light 2","air3-link","air3-link href","job-tile-info-list","job-tile-info-list 2","mr-1","job-tile-info-list 3","mb-0","highlight","highlight 2","air3-token","air3-token 2","air3-token 3","air3-token 4","air3-token 5","air3-token 6","air3-token 7"
"2 days ago","Develop Passwordless Signup/Login + Broker Connection Dashboard (Supabase Backend)","https://www.upwork.com/jobs/Develop-Passwordless-Signup-Login-Broker-Connection-Dashboard-Supabase-Backend_~021916653770956943217/?referrer_url_path=/nx/search/jobs/","Fixed price","Expert","Est. budget:","$300.00","Project Description:
Fixed Budget: $300 USD
Please do not apply if you are not comfortable working within this fixed budget.


We are looking for a talented full-stack developer to build a clean, production-ready Signup/Login + Broker Connection Dashboard.

The project is divided into two phases:

Phase 1: Authentication (Signup/Login)
Use Supabase for backend authentication.
Passwordless login using Magic Link (Email OTP).
Create a professional looking Signup and Login page.
Secure session management after successful login.

Phase 2: Broker Integration Dashboard

After successful login, users should be redirected to a simple Dashboard with the following functionality: (See attached Snapshot - for more create free account optionalpha.com or traderspost.com)

Connect to Broker Section

Allow users to connect to:
Schwab (OAuth based connection)
Tradier (OAuth or API Key connection)
Tradovate (OAuth based connection)

After Connection, Show:
Current Balance (fetch from broker API)
Current Positions (basic view: symbol, qty, avg price)
Order History (basic view: symbol, side, qty, price, status)

Important Notes:

Initially, the ""Connect to Broker"" functionality can be limited to fetching and displaying the above basic data (Kind of View-Only/Get API mode - currently not looking to use any POST broker API for trade execution).
Clean modular code for easy future expansion (executing trades, managing multiple accounts, etc.).
Frontend should be clean and responsive.
TailwindCSS preferred for styling (optional).

Tech Stack Preferred:

Frontend:  or Next.js
Backend: Supabase
Authentication: Supabase Auth (Magic Link)
Broker APIs: Schwab Developer API, Tradier Developer API, Tradovate API


Deliverables:
Hosted web app link (could be on Vercel/Netlify)
GitHub repository with clean code
Instructions to deploy and set up (README)

Additional Notes:
Bonus if you have experience integrating financial APIs.
Simple and Elegant UI development experience. 
Clean and secure coding practices are important.
Potential for long-term work (expanding trading functionalities).","React.js","","API","JavaScript","Node.js","Supabase","API Integration","OAuth",""
"2 days ago","Development of SmartKidsAI.com - A Kids’ AI and Coding Learning Platform","https://www.upwork.com/jobs/Development-SmartKidsAI-com-Kids-and-Coding-Learning-Platform_~021916639323718758256/?referrer_url_path=/nx/search/jobs/","Hourly","Intermediate","Est. time:","Less than 1 month, Less than 30 hrs/week","Project Overview:

We are looking to create a user-friendly, visually appealing website for SmartKidsAI.com, an educational platform focused on teaching AI and coding to kids. The site should be responsive, engaging, and easy to navigate for parents and kids.

Key Features Required:
	1.	Responsive Design: Compatible with desktops, tablets, and smartphones.
	2.	User-Friendly Navigation: Simple and intuitive navigation for parents and kids.
	3.	Home Page with Hero Section: A vibrant hero image, catchy headline, and call-to-action button.
	4.	Programs Section: Detailed descriptions of programs offered, with images and enrollment buttons.
	5.	About Us Page: Information about the mission, team, and values.
	6.	Testimonials: Section for parent and student reviews.
	7.	Contact Page: Contact form, location (if applicable), and social media links.
	8.	Blog Section: For articles on AI, coding tips, and news.
	9.	FAQ Section: Common questions and answers for parents.
	10.	Authentication System: Sign-up and login options via email and Google ID.
	11.	Admin Dashboard: For managing content, programs, course schedule.
	12.	Payment Integration: Not needed, will manage manually 

Technical Requirements:
	•	Frontend:  for a modern, responsive UI.
	•	Backend: Node.js for the server-side, including user authentication and content management.
	•	Database: Integration with a reliable database (e.g., MongoDB or PostgreSQL).
	•	Authentication: Secure login with email and Google ID.
	•	SEO Optimization: Ensure the site is optimized for search engines.

Design Requirements:
	•	Modern and Kid-Friendly: Bright colors, playful but professional design.
	•	Consistent Branding: Incorporate the SmartKidsAI branding (logo, color scheme).
	•	Interactive Elements: Engaging elements for kids, like animations or hover effects.

Deliverables:
	•	Complete Website: Fully functional and tested website.
	•	Source Code: Well-documented source code.
	•	Admin Dashboard: For content and user management.
	•	User Guide: Basic instructions for updating content and managing the site.
	•	Support: Initial support for bug fixes and minor updates.


When applying, you must provide full cost and schedule timeline of the delivery. Thanks","React.js","","Website","Custom Web Design","Web Development","Graphic Design","","",""
"3 days ago","React Developer for Canvas Zoom/Pan/Pinch Support","https://www.upwork.com/jobs/React-Developer-for-Canvas-Zoom-Pan-Pinch-Support_~021916561301485465456/?referrer_url_path=/nx/search/jobs/","Fixed price","Intermediate","Est. budget:","$30.00","We're looking for a React developer to help fix a layout issue on an infinite canvas that displays an image. Zoom, pan, and pinch are already working, but the image isn't properly centered across different screen resolutions. The added photos and generated photos has to be dynamically responsibe for different screen and images has to be places logically.

Requirements:
Strong  skills

Experience with canvas rendering (e.g. Konva.js, Fabric.js, etc.)

Proficiency with zoom/pan/pinch interactions

Goal: Ensure the canvas content is centered on all screen sizes with smooth zoom/pan/pinch functionality.","React.js","","React Bootstrap","JavaScript","React","CSS","HTML","HTML5","React Native"
"3 days ago","React Developer - 5 year+ experience  [30-40h/week]","https://www.upwork.com/jobs/React-Developer-year-experience-40h-week_~021916520520944420098/?referrer_url_path=/nx/search/jobs/","Hourly","Expert","Est. time:","More than 6 months, 30+ hrs/week","Hello!

We are seeking an experienced React Developer to join our team for an exciting project. The ideal candidate will have a strong background in developing dynamic, responsive web applications using React. You should be comfortable working in a fast-paced environment and have a keen eye for detail and design.

We strongly favor freelancers and not agencies and we will like to work with folks that are based in the Europe timezone or can adapt to working on this schedule  


Responsibilities:

    Develop and maintain user interfaces for web applications using React.
    Collaborate with the design team to implement visually appealing and user-friendly UI/UX.
    Optimize components for maximum performance across different devices and browsers.
    Troubleshoot and debug issues, ensuring seamless functionality.
    Work closely with back-end developers to integrate APIs and services.

Requirements:

    Proven experience in React development.
    Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model.
    Familiarity with modern front-end build pipelines and tools (such as Webpack, Babel, NPM, etc.).
    Experience with popular  workflows (such as Flux or Redux).
    Knowledge of React Hooks, Context API, and React Router.
    Good understanding of RESTful APIs, HTML, CSS, and Git.
    Excellent communication skills and ability to work in a team.

Nice to Have:

    Experience with TypeScript, Next.js, or similar frameworks.
    Familiarity with testing frameworks like Jest or Enzyme.
    Previous experience in agile/scrum development environments.

How to Apply:

If you are passionate about creating high-quality web applications and meet the above requirements, we would love to hear from you! Please apply with your resume, portfolio, and a brief description of your recent work experience.

Looking forward to your application!","React.js","","React","JavaScript","HTML","API","Web Application","",""
"3 days ago","Senior Shopify App Developer | Inventory Forecasting + Accounting Integration (AI-Powered)","https://www.upwork.com/jobs/Senior-Shopify-App-Developer-Inventory-Forecasting-Accounting-Integration-Powered_~021916506482004952322/?referrer_url_path=/nx/search/jobs/","Hourly: $30.00 - $48.00","Expert","Est. time:","1 to 3 months, Less than 30 hrs/week","Description:

We are looking for an experienced Shopify App Developer to build a custom app that connects Shopify with our in-house accounting system, enhanced with AI-powered inventory forecasting and sales analytics.

Key Requirements:

* Sync sales, product, and financial data with Shopify and accounting platforms (Xero, QuickBooks, or custom).
* Build predictive inventory forecasting based on sales trends, seasonality, and promotions.
* Develop real-time dashboards and automated low-stock alerts.
* Tech stack: , Node.js (Express/Nest.js), MongoDB/PostgreSQL, Shopify API, TensorFlow.js or Python microservices.

Ideal Candidate:

* 5+ years in full-stack development with a strong Shopify focus.
* Deep experience with Shopify APIs, accounting integrations, and AI model deployment.
* Self-starter with strong architectural and system design skills.

Remote | Flexible Hours | Fluent English Preferred","React.js","","API","Python","Node.js","React","MongoDB","TensorFlow",""
"3 days ago","Website Fix Needed - React, Node","https://www.upwork.com/jobs/Website-Fix-Needed-React-Node_~021916491298575958734/?referrer_url_path=/nx/search/jobs/","Hourly: $20.00 - $30.00","Expert","Est. time:","Less than 1 month, Less than 30 hrs/week","We have a website that needs some minor functionality fixed. 

The Register / Login is not working.

Frontend -| , Next.js
Backend| - Node.js (Express.js) 

This is only to fix the Register & Login Functionality","React.js","","Node.js","React","Web Development","","","",""
"3 days ago","Build an AI-Based University Admission Platform - Uniway","https://www.upwork.com/jobs/Build-Based-University-Admission-Platform-Uniway_~021916343122458846821/?referrer_url_path=/nx/search/jobs/","Fixed price","Expert","Est. budget:","$9,000.00","Short Description:
We are launching ""Uniway,"" an AI-powered platform helping students from the Gulf and Arab regions apply to international universities easily.

We need a full web system including:

Website with AI chatbot for Q&A.

Student dashboard (upload documents, track applications).

Admin dashboard (manage submissions, forward to universities).

Sub-office dashboard (external offices submit students).

Agent dashboard (track commissions and referred students).

The system must be mobile-friendly, scalable, and easy to expand for future services like visa assistance and mobile apps.

Tech preference:
 frontend, Node.js/Laravel backend, MySQL/PostgreSQL DB.

Requirements:

AI chatbot integration.

Organized file management.

Clear and smooth user interface (comfortable colors).

Secure hosting setup (AWS or equivalent).

Looking for experienced developers who can deliver a professional and scalable product.","React.js","","Python","Machine Learning","Artificial Intelligence","Web Development","Web Design","API","JavaScript"
"3 days ago","Full Stack Developer Needed for Project-Based Collaboration ( / Node.js Preferred)","https://www.upwork.com/jobs/Full-Stack-Developer-Needed-for-Project-Based-Collaboration-span-class-highlight-React-span-Node-Preferred_~021916285330819723120/?referrer_url_path=/nx/search/jobs/","Fixed price","Expert","Est. budget:","$500.00","We are building a small digital agency focused on website development, branding, and social media design.

For our first project, we are looking for a Full Stack Developer to create a responsive 4-5 page website for our agency.

The ideal candidate should be comfortable working on both frontend and backend tasks and delivering a clean, functional, and mobile-friendly site.

Requirements:
	•	Strong frontend development skills: HTML5, CSS3, JavaScript (ES6+)
	•	Experience with  or Next.js (preferred)
	•	Backend experience with Node.js and Express.js (or PHP/Laravel)
	•	Database knowledge: MongoDB or MySQL
	•	Ability to integrate APIs if necessary (e.g., contact forms, newsletter signup)
	•	Familiar with deployment platforms (Vercel, Netlify, or cPanel)

Nice to have:
	•	WordPress or Webflow experience (for potential future projects)
	•	SEO basics (page speed optimization, metadata setup)

Project Scope:
	•	Develop a simple, professional agency website (4-5 pages)
	•	Pages will include: Home, Services, About Us, Portfolio, Contact
	•	Mobile and tablet responsive design
	•	Clean UI/UX following modern best practices
	•	Fast loading and optimized performance

Budget:
	•	Fixed price: $500 - $800, depending on experience and delivery quality

Future Opportunities:
If the collaboration goes well, we are open to working together on future projects on a long-term basis as part of our agency team.

To Apply:
Please send:
	•	Portfolio or examples of similar work
	•	Estimated timeline for delivery
	•	Confirmation of your experience with , Node.js, and deployments","React.js","React.js","HTML5","CSS 3","JavaScript","Next.js","Node.js","ExpressJS","MongoDB"
"3 days ago","Full Stack Developer Needed for CRM Feature Enhancement","https://www.upwork.com/jobs/Full-Stack-Developer-Needed-for-CRM-Feature-Enhancement_~021916236922406907760/?referrer_url_path=/nx/search/jobs/","Fixed price","Expert","Est. budget:","$210.00","Hello,
We are Simply Unique, a growing company with a custom-built CRM portal.
We are looking for a skilled full stack developer to:
	•	Build one additional feature in our existing CRM portal
	•	Fix a few existing issues/bugs to improve performance and stability

Tech Stack:
	•	Frontend: 
	•	Backend: Node.js or Next.js (preferable)
	•	Database: MongoDB

Requirements:
	•	Strong experience with  and either Node.js or Next.js
	•	Good understanding of MongoDB and API integrations
	•	Full stack development experience
	•	Ability to write clean, scalable, and efficient code
	•	Debugging and problem-solving skills
	•	Clear and timely communication

Budget: £210 (fixed)

If you are experienced, detail-oriented, and can deliver within deadlines, we would love to hear from you.","React.js","React.js","React","Next.js","MongoDB","AWS Lambda","Node.js","Web Development","JavaScript"
"3 days ago","Build an RPG-style Gamified Classroom Platform (Student EXP, Skill Growth, Teacher Dashboard)","https://www.upwork.com/jobs/Build-RPG-style-Gamified-Classroom-Platform-Student-EXP-Skill-Growth-Teacher-Dashboard_~021916231110670233456/?referrer_url_path=/nx/search/jobs/","Fixed price","Intermediate","Est. budget:","$4,000.00","Overview:
I am seeking a developer to build a simple, web-based gamified classroom platform where students earn experience points (EXP) for completing weekly quizzes and optional assignments. Students will have a Character Sheet (showing level, skill EXP, and rewards), and teachers will have a simple Admin Dashboard where they can:
--Create quizzes and assign EXP to each question based on skill area.
--View and manage student profiles.
--Manually adjust EXP (approve optional assignments or add bonus points).
--Create and edit skill trees to track student progress toward specific academic skills (e.g., Main Idea, Inference, Theme mastery).
--Upload and assign different classroom rewards (e.g., classroom privileges, character skins/unlockables) that students can redeem with EXP.

Important Priorities:
--Extremely simple, intuitive user interface — easy enough for a non-tech-savvy teacher to use confidently.
--Clean, smooth Student Dashboard focused on skill growth, not just total EXP.
--Students should only see their own progress — no access to others' sheets.

Google Tools Integration:
--Google Classroom roster import preferred.
--Ability to upload Google Forms quiz results manually (CSV uploads are acceptable for now).
(Automatic syncing would be considered for Phase 2.)

Project Scope:
This is a freelance project — I am not looking to hire full-time at this time.
Successful completion could lead to future projects (Phase 2: adding leaderboards, shops, automatic integrations, and scaling for public use).

Technical Preferences:

Frontend:  (or Vue.js if preferred)
Backend: Firebase, Supabase, or similar lightweight database
Hosting: Firebase Hosting, Vercel, or equivalent
Authentication: Google OAuth or email/password login

Budget:
$3,000–$6,000 USD depending on experience and timeline.
Competitive proposals within this range are preferred.

Experience Level:
--Intermediate to Expert (2+ years building real web apps required).
--Strong experience with web dashboards, login/authentication, and database integration preferred.

Location:
--Global applicants welcome!
--Fluent English communication required.
--Some timezone overlap with North/South America preferred.

In your application, please include:
--A short paragraph explaining your approach and interest to this project.
--Examples of web apps or dashboards you have built (links/screenshots if possible).
--Confirm whether you are comfortable with a work-for-hire agreement (full ownership transfers to me upon project completion).
--(Optional) Any suggestions for small improvements or ideas for making the platform even better.

Extra Note: I am an 8th Grade ELA teacher building this platform first for my own personal classroom use, but with the eventual goal of offering it more broadly to other teachers and schools. I care deeply about making it fun, motivating, and simple for students and teachers alike.","React.js","","Database Development","JavaScript","Web Development","Firebase","UX & UI","",""
"4 days ago","Shopify App Developer (Partnership Opportunity)","https://www.upwork.com/jobs/Shopify-App-Developer-Partnership-Opportunity_~021916213647588147918/?referrer_url_path=/nx/search/jobs/","Hourly","Expert","Est. time:","1 to 3 months, 30+ hrs/week","Hello,

I’m offering a partnership opportunity regarding an A/B testing app I launched in the Shopify App Store at the end of 2023. The app ranks highly across a variety of search terms within the Shopify ecosystem and receives a steady flow of organic downloads each week. It currently has over 500 installs and 14 five-star reviews — with no negative reviews.

I’m seeking a developer — preferably a small to medium-sized team — interested in an equity partnership (no upfront buy-in required) to help rebuild key parts of the app and expand the features customers are actively requesting. I’ve gathered extensive direct feedback, so we would be working from a clear roadmap.

You must have experience publishing Shopify apps and be fluent with the app's tech stack:

- JavaScript
- 
- Express.js
- Prisma ORM
- MySQL
- Shopify Polaris
- Git
- Redis
- CI/CD

If this is something you’d be open to exploring, I’d be happy to set up a call.

Please Note:
This is a partnership opportunity only — no hourly or fixed-rate terms will be offered.

Best regards,
Drew","React.js","","React","Git","Node.js","ExpressJS","RESTful API","",""
"4 days ago","Web App Developer Needed (Street Culture Booking Platform – React/Node/Stripe)","https://www.upwork.com/jobs/Web-App-Developer-Needed-Street-Culture-Booking-Platform-React-Node-Stripe_~021916120488431398768/?referrer_url_path=/nx/search/jobs/","Hourly","Expert","Est. time:","1 to 3 months, Less than 30 hrs/week","Also  Job Description:

HustleFanz is a booking platform rooted in street culture — connecting hustlers, creators, vendors, and fans across the city through a live map and service listings.

We are NOT building another corporate app. This is culture-driven: dark theme, bold street energy, and built for mobile-first experiences.

Platform features include:

City-based discovery map

Service, Rental, and Wildcard Listings

Booking flow with add-ons + tips

Live ""Go Now"" toggle

Plug referral QR system

Admin dashboard for platform management

Stripe Connect for escrow-style payouts


Tech stack required:

 (frontend)

Node.js (backend, Express preferred)

PostgreSQL

Stripe Connect API experience

Socket.io for live map updates


Bonus if you understand:

Dark theme UI principles

Cash App, TikTok, or Spotify-style mobile UX

Urban/street culture branding


What I'm looking for:

Someone who can polish a dark, bold UI — not make it corporate-white

Strong communication and clear milestone work

Experience making mobile-first, real-time web apps

Speed and quality balance","React.js","","Node.js","Web Development","React","API Integration","JavaScript","MongoDB","React Native"
"4 days ago","React Expert Required","https://www.upwork.com/jobs/React-Expert-Required_~021916114706007802574/?referrer_url_path=/nx/search/jobs/","Hourly: $10.00 - $15.00","Expert","Est. time:","More than 6 months, 30+ hrs/week","We are hiring an expert who can work for our company projects frontend development.

Required Skills:
- , Next.js
- CSS, TailwindCSS
- Pixel Perfect, Clean UI/UX
- Best Communication
- Dedicated work attitude
- Available at Weekend if required.

Thanks","React.js","","React","CSS","","","","",""
"4 days ago","B2B SaaS Development","https://www.upwork.com/jobs/B2B-SaaS-Development_~021916114551001285890/?referrer_url_path=/nx/search/jobs/","Hourly: $25.00 - $47.00","Expert","Est. time:","3 to 6 months, 30+ hrs/week","Description:
We’re hiring a skilled full-stack developer to help us build a real-time analytics dashboard for a new SaaS platform in the AI and LLM (Large Language Model) space.

The platform will track brand-related data and user interaction signals coming from multiple LLMs (e.g., OpenAI, Google Gemini, Perplexity, Bing Copilot).
It will display live metrics, offer log-level visibility, and allow users to monitor key events and traffic sources through a modern, easy-to-use dashboard.

We already have:

    Full UI mockups ready (designed in a tool like Figma or similar)

    API access keys and integrations scoped out

    A clear MVP feature set and roadmap

    Basic database schema and system architecture drafted

We need you to:

    Build a scalable backend (Node.js, Python, or Go preferred)

    Create a fast, responsive frontend ( or similar)

    Implement real-time event tracking (WebSockets, polling, or similar tech)

    Build a beautiful analytics dashboard UI (charts, graphs, data tables, filtering)

    Connect with external APIs for data ingestion and processing

    Implement simple user authentication and onboarding flows

    Ensure scalability for future platform growth

Bonus if you have experience with:

    Working with AI/LLM ecosystems or similar API-based data ingestion

    Building analytics dashboards, SaaS platforms, or marketing data tools

    Handling real-time event systems and data visualization

Project Type:

    MVP build

    Focused scope, opportunity for long-term collaboration post-launch

Timeline:

    Target MVP delivery within 6–8 weeks

Next Steps:
When you apply, please share:

    Examples of dashboards, SaaS products, or analytics tools you've built

    Your preferred stack for building fast, reliable real-time web apps

    Any experience you have working with AI/LLM APIs or large-scale data ingestion

We'll shortlist applicants for interviews, at which point we'll share the mockups, API specs, and detailed project scope.","React.js","","Web Application","AI Development","AI App Development","SaaS","","",""
"4 days ago","Build SaaS MVP ( Frontend + Node.js Backend) - Fixed $5,000 Budget","https://www.upwork.com/jobs/Build-SaaS-MVP-span-class-highlight-React-span-Frontend-Node-Backend-Fixed-000-Budget_~021916016086384608514/?referrer_url_path=/nx/search/jobs/","Fixed price","Intermediate","Est. budget:","$5,000.00","Seeking freelance developer(s) to build a beta version of a SaaS platform focused on intelligent hiring (HumanHelix). This MVP will have a simple, clear scope based on existing specifications.

Scope of Work:
Frontend ()
- Build a responsive landing page (Homepage)
- Build a simple Admin Dashboard for managing Jobs, -Candidates, and Matches
- Integrate API endpoints for login, posting jobs, listing candidates, and showing match scores
 - Mobile responsiveness required

Backend (Node.js + Express + PostgreSQL)
- Authentication (Register/Login with JWT)
 - Job Posting API (Create, Read, Update, Delete Jobs)
-  Candidate Profile Enrichment (Simplified to LinkedIn URL for Beta)
- Basic Matching Algorithm (skills + manual weights)
- Demo Request Form Endpoint
- Deploy on Vercel (frontend) + AWS RDS PostgreSQL (backend DB)

Testing
- Provide basic API testing scripts (Postman/Newman ready)
- Ensure RESTful best practices

Deliverables:
- Complete  Frontend + Node.js Backend Codebase (organized per best practices)
- Working Demo deployed to Vercel
- Postman Collection for API
- Database schema documentation
- Basic Developer README (Setup Instructions)

Budget:
 - Fixed Price: $5,000 USD Total
 - Milestone structure:
     30% after Frontend Demo completed
     30% after Backend/API Demo completed
     40% after Full Integration and Final Testing","React.js","React.js","React","Node.js","SaaS Development","PostgreSQL Programming","","",""
"4 days ago","Web App Developer Needed for Custom Attendance System (React + Firebase)","https://www.upwork.com/jobs/Web-App-Developer-Needed-for-Custom-Attendance-System-React-Firebase_~021915852776569085373/?referrer_url_path=/nx/search/jobs/","Fixed price","Intermediate","Est. budget:","$3,000.00","Description:
We are seeking an experienced web app developer to build a custom attendance and staff tracking system for our afterschool program, Athleader Attendance.

This will be a web-based application (mobile-optimized) that allows our staff to:
	•	Check students in by grade level (PreK3–6th)
	•	Check students out using a static 4-digit PIN
	•	Send text and push notifications to parents on check-in and check-out
	•	Track staff clock-in/clock-out for shifts
	•	Manage multiple campuses within one dashboard
	•	Send emergency mass notifications to all parents
	•	Admin dashboard to view attendance, staff hours, and student PINs
	•	Import and export students easily via Excel spreadsheet

We have a full feature spec, screen mockups, and starter kit ready to share immediately after hiring.

⸻

Technical Requirements:
	•	Frontend:  (or Vue.js if needed)
	•	Backend: Firebase Authentication, Firestore (database), Firebase Hosting
	•	Notifications: Twilio (for SMS) + Firebase Cloud Messaging (for Push)
	•	Excel Upload/Download: Admin can upload .xlsx or .csv student lists

⸻

Timeline:
We would like an initial working version within 3–4 weeks of starting.

⸻

Ideal Candidate:
	•	Proven experience building React + Firebase web apps
	•	Experience integrating Twilio SMS and Push Notifications
	•	Ability to create admin dashboards
	•	Good communicator (updates at least 2x per week)
	•	Attention to detail and a clean, intuitive design style
	•	Bonus: Experience with education or childcare systems

⸻

To apply, please include:
	•	A few examples of similar web apps you’ve built
	•	Your preferred approach for student data import/export
	•	Estimated timeline and cost for full delivery
	•	Any suggestions you have to make this project even better!","React.js","","Push Notifications","Firebase","React","Web Application","Admin Panel Setup","",""
"4 days ago","Full Stack Developer with Algolia Search Experience","https://www.upwork.com/jobs/Full-Stack-Developer-with-Algolia-Search-Experience_~021915890124569412866/?referrer_url_path=/nx/search/jobs/","Hourly: $12.00 - $25.00","Expert","Est. time:","1 to 3 months, Less than 30 hrs/week","Develop and integrate a high-performance, voice-enabled product search experience using Algolia and Next.js/ for an e-commerce platform. The focus is on delivering ultra-fast, relevant results with advanced filtering, seamless voice search, and an optimized user experience.","React.js","","Full-Stack Development","Chatbot","AI Development","API","JavaScript","HTML5",""
"4 days ago","Web App Development Using React","https://www.upwork.com/jobs/Web-App-Development-Using-React_~021915888336463938254/?referrer_url_path=/nx/search/jobs/","Hourly","Intermediate","Est. time:","1 to 3 months, Less than 30 hrs/week","We are developing a web application that helps users connect, schedule activities, and manage event participation in a specific niche industry.

We are seeking a skilled Front-End Developer experienced with React and Firebase to build the first version (MVP) of the platform.

Key functionality will include:

User registration and login

Profile creation

Scheduling and managing events

Viewing and responding to activity requests

Notifications for updates

We will use Firebase for Authentication, Firestore (database), and Hosting.

The initial focus is on building a fast, clean, mobile-friendly app that can scale to support a large user base.

🎯 What We're Looking For
Strong experience with React and Firebase (Firestore, Authentication, Hosting)

Ability to build an intuitive, clean UI for scheduling-based workflows

Good communication and attention to security best practices

Bonus: Experience with backend development or familiarity with taking an app from MVP to market (e.g., Firebase Functions, hosting setup, app optimization)

🛠 Tools & Tech
Frontend: 

Backend: Firebase (Firestore, Auth, Hosting, Functions)

Design: Branding assets and basic layout guidance will be provided","React.js","","React","JavaScript","Web Application","Web Development","CSS","",""
"4 days ago","Frontend Developer Needed for Ecommerce Platform – Customer Journey Optimization and Embedded Chat","https://www.upwork.com/jobs/Frontend-Developer-Needed-for-Ecommerce-Platform-Customer-Journey-Optimization-and-Embedded-Chat_~021915887311980024716/?referrer_url_path=/nx/search/jobs/","Hourly","Intermediate","Est. time:","3 to 6 months, 30+ hrs/week","🚀 Descripción del Proyecto – Blessbay
Estamos buscando un Desarrollador Frontend Senior que pueda:

Diseñar e implementar mejoras visuales en la plataforma.

Optimizar la experiencia del usuario (Customer Journey), enfocándose en navegación fluida, conversión y retención.

Desarrollar e integrar un chat embebido personalizado en la plataforma.

Construir formularios interactivos conectados a bases de datos internas.

Brindar soporte técnico en tareas de frontend e integraciones.

🎯 Responsabilidades principales
Evaluar y proponer mejoras en la experiencia de usuario.

Diseñar e implementar un chat embebido funcional adaptado a la identidad visual de la empresa.

Crear formularios inteligentes embebidos en la plataforma.

Documentar cambios, sugerir mejoras y participar en la estrategia de optimización del frontend.

Coordinar el trabajo dentro de Upwork utilizando los canales de comunicación de la plataforma.

🛠️ Requisitos
Experiencia previa en plataformas ecommerce.

Conocimiento sólido en optimización de Customer Journey.

Dominio de HTML5, CSS3, JavaScript.

Manejo de frameworks modernos como  o Vue.js.

Experiencia en integración de chats embebidos y formularios interactivos.

Español fluido (nativo o avanzado).

Proactividad para recomendar cambios y mejoras.

🔧 Tecnologías sugeridas
APIs REST

Bases de datos ligeras

Diseño responsive para móviles y escritorio

Integraciones mediante servicios de mensajería vía API

📌 Notas adicionales
Buscamos colaboradores que aporten valor estratégico y técnico, orientados a optimizar la experiencia del cliente en nuestra plataforma ecommerce.
Este proyecto inicial puede extenderse hacia una colaboración continua basada en resultados.","React.js","","Vue.js","Front-End Development","CSS","HTML","JavaScript","HTML5",""
"4 days ago","Build a Responsive Healthcare Platform with Booking & Consultation Features","https://www.upwork.com/jobs/Build-Responsive-Healthcare-Platform-with-Booking-Consultation-Features_~021915886094621033166/?referrer_url_path=/nx/search/jobs/","Hourly: $20.00 - $30.00","Expert","Est. time:","1 to 3 months, Less than 30 hrs/week","Job Description:
I am looking for a talented and experienced web developer to build a responsive and user-friendly website, a digital healthcare platform aimed at streamlining consultations and healthcare services. The platform will allow users to easily book appointments, connect with healthcare providers, and access medical resources online.

What I Need:
	•	A responsive website that works seamlessly across mobile, tablet, and desktop.
	•	Integration with online booking systems, allowing users to schedule consultations.
	•	Payment gateway integration (e.g., Stripe or PayPal) for handling transactions.
	•	Secure authentication for user registration, login, and profile management.
	•	A clean, modern UI/UX design to ensure an intuitive user experience.
	•	API integration (for additional services like virtual consultations or medical data storage).
	•	Data security with compliance to relevant healthcare data protection standards (if necessary).

Skills Required:
	•	Strong experience in web development (HTML5, CSS3, JavaScript, ).
	•	Backend development knowledge (Node.js or similar frameworks).
	•	Familiarity with database management (SQL or NoSQL, e.g., PostgreSQL, MongoDB).
	•	Experience with API integrations (payment gateways, video consultations, etc.).
	•	Knowledge of security protocols and user data protection.
	•	Experience in UX/UI design and responsive layout development.
	•	Familiarity with cloud hosting platforms (AWS, Google Cloud, DigitalOcean).
	•	Understanding of healthcare industry standards (preferably HIPAA or GDPR compliance, if applicable).

Communication:
	•	Regular updates on project progress via email or project management tools.
	•	A collaborative approach to design and functionality, with feedback sessions to ensure we’re aligned on goals.
	•	Open to sharing feedback and discussing issues as they arise.

How We Like to Work:
	•	We value clear and proactive communication throughout the project.
	•	We prefer milestone-based deliverables to ensure the project stays on track.
	•	We are open to suggestions on how to improve the platform and ensure the best user experience.

If you’re passionate about creating user-centric digital solutions and have the skills required to bring this platform to life, please feel free to reach out with your portfolio and experience.","React.js","","Database Management","API Integration","Web Development","Healthcare Software","UX & UI Design","",""
